Date,Διεύθυνση (°)_kozani,Μέγιστη ένταση 3ώρου (knots)_kozani,Ένταση (knots)_kozani,Θερμ/σία (°C)_kozani,Σχετ.Υγρασία  (%)_kozani,Διεύθυνση (°)_agxialos,Μέγιστη ένταση 3ώρου (knots)_agxialos,Ένταση (knots)_agxialos,Θερμ/σία (°C)_agxialos,Σχετ.Υγρασία  (%)_agxialos,Διεύθυνση (°)_aktio,Μέγιστη ένταση 3ώρου (knots)_aktio,Ένταση (knots)_aktio,Θερμ/σία (°C)_aktio,Σχετ.Υγρασία  (%)_aktio,Διεύθυνση (°)_aleksandroupoli,Μέγιστη ένταση 3ώρου (knots)_aleksandroupoli,Θερμ/σία (°C)_aleksandroupoli,Σχετ.Υγρασία  (%)_aleksandroupoli,Διεύθυνση (°)_araxos,Μέγιστη ένταση 3ώρου (knots)_araxos,Ένταση (knots)_araxos,Θερμ/σία (°C)_araxos,Σχετ.Υγρασία  (%)_araxos,Διεύθυνση (°)_argos,Μέγιστη ένταση 3ώρου (knots)_argos,Ένταση (knots)_argos,Θερμ/σία (°C)_argos,Σχετ.Υγρασία  (%)_argos,Διεύθυνση (°)_florina,Μέγιστη ένταση 3ώρου (knots)_florina,Ένταση (knots)_florina,Θερμ/σία (°C)_florina,Σχετ.Υγρασία  (%)_florina,Διεύθυνση (°)_ioannina,Θερμ/σία (°C)_ioannina,Σχετ.Υγρασία  (%)_ioannina,Διεύθυνση (°)_kalamata,Μέγιστη ένταση 3ώρου (knots)_kalamata,Ένταση (knots)_kalamata,Θερμ/σία (°C)_kalamata,Σχετ.Υγρασία  (%)_kalamata,Διεύθυνση (°)_kavala,Μέγιστη ένταση 3ώρου (knots)_kavala,Ένταση (knots)_kavala,Θερμ/σία (°C)_kavala,Σχετ.Υγρασία  (%)_kavala,Energy (MWh)
1455753600000000000,0.0,4.0,0.0,9.2,92.0,260.0,9.0,3.0,15.8,63.0,240.0,10.0,4.0,18.6,66.0,230.0,20.0,12.4,63.0,40.0,14.0,7.0,19.6,52.0,310.0,12.0,6.0,6.9,83.0,140.0,9.0,5.0,3.0,79.0,0.0,7.8,99.0,0.0,6.0,0.0,13.8,81.0,30.0,7.0,5.0,3.6,87.0,353.08
1455840000000000000,0.0,4.0,0.0,6.6,97.0,300.0,10.0,5.0,22.8,41.0,50.0,8.0,5.0,17.6,64.0,240.0,15.0,14.8,68.0,0.0,7.0,0.0,7.6,99.0,330.0,7.0,4.0,5.1,97.0,180.0,9.0,6.0,4.0,78.0,0.0,8.0,92.0,0.0,6.0,0.0,20.6,48.0,70.0,13.0,8.0,7.8,64.0,571.0
1455926400000000000,0.0,4.0,0.0,3.6,83.0,0.0,6.0,0.0,12.2,74.0,30.0,12.0,7.0,13.6,89.0,100.0,15.0,10.6,68.0,0.0,3.0,0.0,10.4,90.0,320.0,12.0,6.0,10.5,65.0,110.24132730015083,4.0,1.0,0.8,83.0,0.0,8.4,91.0,0.0,8.0,0.0,10.0,85.0,40.0,21.0,10.0,10.4,40.0,475.92
1456012800000000000,0.0,4.0,0.0,8.4,73.0,80.0,8.0,5.0,19.4,63.0,50.0,11.0,5.0,18.2,74.0,0.0,8.0,8.8,76.0,0.0,4.0,0.0,7.6,99.0,236.9479353680431,10.0,5.0,7.7,68.0,0.0,3.0,0.0,1.4,88.0,0.0,8.4,93.0,0.0,7.0,0.0,20.6,44.0,70.0,12.0,6.0,6.0,56.0,679.96
1456099200000000000,0.0,4.0,0.0,4.2,74.0,90.0,14.0,5.0,18.8,85.0,210.0,6.0,5.0,20.2,75.0,0.0,6.0,9.4,87.0,68.66298342541437,6.0,3.0,22.4,46.0,310.0,12.0,5.0,6.9,71.0,0.0,3.0,0.0,0.2,90.0,0.0,7.3,99.0,0.0,7.0,0.0,20.2,48.0,110.0,8.0,5.0,2.6,65.0,604.54
1456185600000000000,0.0,4.0,0.0,5.2,87.0,260.0,8.0,5.0,11.0,86.0,60.0,5.0,4.0,13.0,92.0,0.0,14.0,12.0,85.0,0.0,3.0,0.0,8.2,100.0,236.9479353680431,8.0,5.0,4.7,74.0,0.0,7.0,0.0,2.3,73.0,0.0,9.4,76.0,0.0,5.0,0.0,8.8,82.0,0.0,6.0,0.0,8.2,57.0,616.92
1456272000000000000,0.0,4.0,0.0,8.6,84.0,210.0,5.0,3.0,10.6,92.0,30.0,6.0,4.0,15.0,92.0,190.0,26.0,17.0,72.0,0.0,7.0,0.0,16.4,89.0,236.9479353680431,7.0,3.0,7.5,49.0,240.0,14.0,7.0,12.1,31.0,0.0,1.8,100.0,0.0,5.0,0.0,9.8,81.0,0.0,5.0,0.0,-1.8,82.0,282.88
1456358400000000000,0.0,5.0,0.0,5.0,93.0,80.0,8.0,6.0,19.0,74.0,260.0,11.0,6.0,22.4,67.0,98.60147213459517,10.0,17.2,63.0,0.0,5.0,0.0,21.6,71.0,236.9479353680431,5.0,3.0,-1.4,100.0,150.0,10.0,7.0,19.0,29.0,0.0,0.7,100.0,150.0,9.0,5.0,24.4,32.0,0.0,8.0,0.0,2.0,82.0,589.92
1456444800000000000,0.0,5.0,0.0,4.0,93.0,280.0,6.0,4.0,10.6,92.0,50.0,10.0,5.0,14.2,93.0,180.0,39.0,15.4,80.0,0.0,3.0,0.0,13.0,100.0,350.0,15.0,6.0,10.4,42.0,140.0,22.0,12.0,10.5,50.0,0.0,3.0,99.0,0.0,6.0,0.0,11.0,89.0,0.0,4.0,0.0,8.6,73.0,491.96
1456531200000000000,0.0,4.0,0.0,2.6,93.0,90.0,10.0,8.0,16.4,63.0,250.0,5.0,4.0,19.4,79.0,30.0,20.0,11.4,69.0,68.66298342541437,8.0,3.0,23.0,48.0,236.9479353680431,7.0,2.0,9.7,52.0,110.24132730015083,9.0,3.0,9.3,61.0,0.0,0.4,100.0,0.0,8.0,0.0,21.4,59.0,80.0,6.0,4.0,3.4,87.0,611.92
1456617600000000000,0.0,4.0,0.0,10.0,72.0,0.0,6.0,0.0,8.0,92.0,60.0,8.0,6.0,13.8,94.0,50.0,20.0,8.6,57.0,0.0,3.0,0.0,11.6,100.0,330.0,11.0,4.0,10.2,67.0,130.0,10.0,6.0,12.3,82.0,0.0,5.4,99.0,330.0,6.0,4.0,11.4,89.0,0.0,4.0,0.0,9.6,79.0,571.83
1456704000000000000,0.0,4.0,0.0,6.0,88.0,0.0,7.0,0.0,8.6,90.0,70.0,6.0,5.0,12.8,92.0,20.0,20.0,7.4,86.0,0.0,3.0,0.0,10.2,100.0,340.0,7.0,5.0,2.5,58.0,190.0,8.0,4.0,8.0,90.0,0.0,10.9,80.0,0.0,6.0,0.0,10.8,88.0,0.0,5.0,0.0,11.0,73.0,402.0
1456790400000000000,0.0,4.0,0.0,6.8,94.0,240.0,11.0,9.0,13.8,61.0,0.0,12.0,0.0,15.2,91.0,0.0,7.0,4.8,84.0,0.0,2.0,0.0,13.8,98.0,340.0,7.0,3.0,2.1,47.0,310.0,11.0,6.0,3.4,82.0,0.0,1.6,99.0,0.0,6.0,0.0,12.4,85.0,0.0,5.0,0.0,0.4,96.0,611.92
1456876800000000000,0.0,4.0,0.0,4.0,73.0,90.0,12.0,9.0,19.6,63.0,250.0,11.0,5.0,20.8,59.0,10.0,7.0,6.4,79.0,0.0,6.0,0.0,19.6,78.0,236.9479353680431,5.0,2.0,6.2,53.0,340.0,16.0,8.0,7.4,46.0,0.0,2.4,97.0,170.0,9.0,5.0,23.0,47.0,0.0,5.0,0.0,3.0,93.0,555.67
1456963200000000000,0.0,4.0,0.0,2.0,89.0,260.0,8.0,5.0,9.0,90.0,60.0,8.0,5.0,13.0,91.0,30.0,22.0,10.2,53.0,0.0,4.0,0.0,11.4,100.0,236.9479353680431,4.0,1.0,16.5,59.0,110.24132730015083,5.0,2.0,5.1,53.0,0.0,13.6,67.0,320.0,8.0,4.0,12.0,88.0,160.0,7.0,5.0,15.6,53.0,577.33
1457049600000000000,340.0,12.0,6.0,2.6,86.0,270.0,7.0,4.0,10.6,86.0,40.0,10.0,6.0,14.4,92.0,180.0,10.0,10.4,51.0,68.66298342541437,20.0,3.0,20.4,63.0,236.9479353680431,5.0,1.0,9.6,99.0,110.24132730015083,6.0,3.0,6.5,63.0,0.0,0.4,100.0,0.0,5.0,0.0,14.8,89.0,70.0,5.0,4.0,3.2,90.0,513.71
1457136000000000000,0.0,6.0,0.0,0.6,71.0,0.0,6.0,0.0,18.6,53.0,0.0,9.0,0.0,22.2,45.0,0.0,6.0,5.2,94.0,0.0,3.0,0.0,9.2,100.0,350.0,6.0,4.0,4.9,100.0,0.0,3.0,0.0,-3.1,88.0,0.0,3.9,99.0,0.0,6.0,0.0,21.0,57.0,0.0,5.0,0.0,7.6,86.0,707.38
1457222400000000000,0.0,4.0,0.0,12.0,51.0,260.0,6.0,4.0,11.4,84.0,40.0,5.0,2.0,12.0,92.0,240.0,21.0,14.8,64.0,0.0,8.0,0.0,20.6,68.0,236.9479353680431,7.0,1.0,3.5,59.0,270.0,15.0,7.0,14.6,26.0,0.0,0.5,85.0,320.0,11.0,4.0,15.8,77.0,0.0,5.0,0.0,4.0,84.0,621.88
1457308800000000000,0.0,5.0,0.0,4.2,90.0,270.0,6.0,4.0,9.8,77.0,50.0,11.0,8.0,14.6,79.0,98.60147213459517,16.0,12.0,81.0,0.0,3.0,0.0,10.4,100.0,236.9479353680431,8.0,5.0,18.1,52.0,0.0,8.0,0.0,5.5,65.0,0.0,2.5,71.0,0.0,5.0,0.0,11.0,90.0,0.0,5.0,0.0,11.8,66.0,559.54
1457395200000000000,0.0,4.0,0.0,2.8,82.0,189.95846313603323,6.0,2.0,13.0,77.0,0.0,11.0,0.0,15.0,91.0,210.0,14.0,17.2,72.0,40.0,8.0,4.0,22.6,46.0,320.0,6.0,4.0,6.3,52.0,110.24132730015083,14.0,3.0,12.0,51.0,0.0,1.3,100.0,0.0,10.0,0.0,20.4,60.0,50.0,8.0,4.0,5.0,90.0,532.08
1457481600000000000,330.0,10.0,9.0,7.2,58.0,0.0,6.0,0.0,18.2,65.0,113.43584305408271,9.0,3.0,20.4,63.0,98.60147213459517,6.0,11.2,97.0,0.0,3.0,0.0,11.6,100.0,300.0,6.0,4.0,8.9,53.5,110.24132730015083,9.0,1.0,20.8,27.0,0.0,5.9,98.0,0.0,7.0,0.0,11.6,91.0,250.0,11.0,6.0,12.8,70.0,364.04
1457568000000000000,280.0,8.0,4.0,4.2,90.0,320.0,8.0,4.0,14.2,74.0,50.0,8.0,5.0,15.4,84.0,0.0,6.0,11.8,87.0,0.0,6.0,0.0,14.0,97.0,236.9479353680431,4.0,2.0,18.4,55.0,0.0,6.0,0.0,10.2,60.0,0.0,0.2,100.0,360.0,9.0,5.0,15.2,83.0,60.0,6.0,3.0,1.8,92.0,540.71
1457654400000000000,0.0,4.0,0.0,3.0,72.0,180.0,25.0,12.0,21.2,47.0,210.0,5.0,4.0,17.6,70.0,240.0,20.0,18.4,71.0,0.0,3.0,0.0,19.0,82.0,350.0,7.0,2.0,4.2,46.0,140.0,9.0,3.0,23.9,31.0,0.0,-0.1,100.0,170.0,8.0,5.0,21.8,57.0,0.0,6.0,0.0,4.6,87.0,575.29
1457740800000000000,310.0,8.0,4.0,6.4,82.0,0.0,9.0,0.0,17.8,65.0,200.0,11.0,5.0,18.0,69.0,98.60147213459517,12.0,16.8,90.0,0.0,3.0,0.0,10.4,100.0,340.0,7.0,5.0,6.7,100.0,110.24132730015083,5.0,2.0,8.5,80.0,0.0,5.6,100.0,0.0,7.0,0.0,10.4,93.0,0.0,7.0,0.0,15.2,58.0,300.88
1457827200000000000,320.0,12.0,7.0,7.6,88.0,0.0,6.0,0.0,17.2,77.0,0.0,11.0,0.0,18.8,67.0,60.0,16.0,13.6,66.0,0.0,5.0,0.0,20.2,77.0,180.0,20.0,8.0,17.5,60.0,210.0,10.0,6.0,15.1,49.0,0.0,-2.2,100.0,0.0,7.0,0.0,23.6,41.0,0.0,5.0,0.0,5.4,87.0,325.0
1457913600000000000,320.0,18.0,12.0,5.4,84.0,280.0,7.0,5.0,13.0,89.0,200.0,18.0,12.0,19.4,66.0,40.0,20.0,8.4,86.0,0.0,8.0,0.0,19.4,72.0,236.9479353680431,16.0,5.0,16.5,58.0,160.0,8.0,5.0,11.9,74.0,0.0,-0.1,100.0,0.0,10.0,0.0,14.2,84.0,0.0,5.0,0.0,2.8,93.0,353.79
1458000000000000000,310.0,8.0,5.0,2.2,89.0,290.0,6.0,4.0,11.0,92.0,200.0,25.0,15.0,22.0,52.0,70.0,26.0,17.8,29.0,170.0,11.0,7.0,17.2,84.0,236.9479353680431,7.0,3.0,8.1,83.0,140.0,16.0,11.0,19.7,51.0,0.0,5.6,100.0,0.0,6.0,0.0,12.8,93.0,90.0,11.0,5.0,13.2,72.0,374.62
1458086400000000000,0.0,4.0,0.0,3.2,90.0,270.0,5.0,4.0,12.4,68.0,0.0,5.0,0.0,14.8,91.0,100.0,10.0,9.0,73.0,180.0,19.0,8.0,19.6,71.0,236.9479353680431,15.0,4.0,6.4,81.0,110.24132730015083,6.0,2.0,17.9,48.0,0.0,3.6,99.0,0.0,10.0,0.0,16.4,88.0,70.0,19.0,13.0,6.6,68.0,404.58
1458172800000000000,0.0,6.0,0.0,3.2,97.0,100.0,15.0,12.0,18.6,64.0,140.0,10.0,6.0,18.6,70.0,20.0,7.0,9.4,84.0,160.0,16.0,5.0,17.0,95.0,350.0,16.0,4.0,11.5,32.0,0.0,2.0,0.0,5.6,87.0,0.0,2.0,99.0,160.0,14.0,6.0,19.8,80.0,80.0,26.0,16.0,1.8,37.0,448.67
1458259200000000000,0.0,4.0,0.0,3.2,97.0,320.0,9.0,8.0,9.6,95.0,180.0,13.0,8.0,22.6,62.0,0.0,7.0,15.0,74.0,190.0,16.0,7.0,18.4,77.0,236.9479353680431,6.0,2.0,11.1,45.0,160.0,8.0,6.0,10.9,71.0,0.0,3.6,75.0,0.0,6.0,0.0,17.2,78.0,60.0,16.0,9.0,0.4,36.0,401.29
1458345600000000000,210.0,7.0,5.0,4.4,90.0,240.0,11.0,3.0,12.6,85.0,40.0,15.0,9.0,14.2,81.0,220.0,10.0,23.6,37.0,80.0,12.0,5.0,18.4,93.0,236.9479353680431,7.0,1.0,-0.3,61.0,130.0,16.0,9.0,24.3,23.0,0.0,-3.0,100.0,140.0,14.0,5.0,20.0,70.0,60.0,10.0,4.0,-4.4,55.0,750.04
1458432000000000000,340.0,8.0,6.0,11.0,39.0,300.0,12.0,4.0,12.6,76.0,340.0,34.0,6.0,12.8,92.0,0.0,6.0,11.8,74.0,0.0,4.0,0.0,14.0,95.0,236.9479353680431,12.0,5.0,12.9,67.0,240.0,6.0,2.0,7.7,78.0,0.0,1.5,98.0,0.0,5.0,0.0,12.4,92.0,0.0,6.0,0.0,0.2,35.0,723.08
1458518400000000000,0.0,5.0,0.0,6.0,64.0,110.0,15.0,4.0,15.2,78.0,30.0,24.0,10.0,12.6,90.0,0.0,4.0,11.2,75.0,0.0,7.0,0.0,17.6,75.0,20.0,5.0,2.0,6.7,93.0,110.24132730015083,7.0,2.0,20.3,41.0,0.0,7.2,68.0,0.0,5.0,0.0,12.6,92.0,0.0,11.0,0.0,2.4,52.0,709.42
1458604800000000000,330.0,6.0,4.0,9.6,59.0,260.0,10.0,5.0,10.4,91.0,60.0,10.0,7.0,16.0,74.0,30.0,7.0,13.2,75.0,170.0,13.0,5.0,18.8,79.0,236.9479353680431,10.0,5.0,16.2,55.0,110.24132730015083,21.0,4.0,11.4,84.0,0.0,-3.9,100.0,0.0,5.0,0.0,14.0,93.0,60.0,7.0,4.0,-2.8,55.0,689.0
1458691200000000000,0.0,5.0,0.0,9.4,79.0,280.0,12.0,7.0,14.0,66.0,100.0,12.0,8.0,11.6,92.0,230.0,17.0,23.2,40.0,160.0,24.0,17.0,21.4,63.0,236.9479353680431,10.0,1.0,5.7,77.0,110.24132730015083,3.0,1.0,10.3,92.0,0.0,-1.8,99.0,170.0,26.0,14.0,21.2,65.0,30.0,15.0,10.0,1.4,52.0,417.29
1458777600000000000,0.0,4.0,0.0,9.0,89.0,270.0,11.0,7.0,7.0,81.0,150.0,21.0,10.0,13.2,75.0,170.0,17.0,18.6,80.0,0.0,8.0,0.0,13.6,100.0,120.0,16.0,6.0,16.1,67.0,110.24132730015083,9.0,2.0,3.0,87.0,0.0,7.0,71.0,0.0,8.0,0.0,12.8,91.0,50.0,17.0,11.0,0.6,96.0,511.33
1458864000000000000,0.0,4.0,0.0,1.6,88.0,350.0,9.0,5.0,6.8,73.0,60.0,16.0,8.0,11.4,88.0,0.0,6.0,11.8,95.0,270.0,26.0,10.0,13.0,88.0,236.9479353680431,17.0,3.0,15.8,43.0,110.24132730015083,19.0,4.0,12.7,63.0,0.0,-6.4,99.0,0.0,10.0,0.0,12.6,83.0,30.0,6.0,4.0,0.4,100.0,463.21
1458950400000000000,310.0,6.0,5.0,1.6,60.0,300.0,13.0,8.0,12.0,54.0,290.0,12.0,7.0,14.6,66.0,190.0,20.0,19.0,75.0,170.0,23.0,10.0,15.4,75.0,236.9479353680431,14.0,2.0,12.1,87.0,300.0,5.0,2.0,6.9,89.0,0.0,6.4,75.0,120.0,11.0,4.0,12.0,90.0,40.0,10.0,7.0,2.0,85.0,689.08
1459036800000000000,320.0,6.0,4.0,2.6,89.0,280.0,9.0,4.0,7.0,71.0,0.0,5.0,0.0,10.8,86.0,0.0,10.0,14.8,91.0,160.0,17.0,7.0,14.2,93.0,236.9479353680431,21.0,4.0,19.4,44.0,350.0,12.0,6.0,13.7,60.0,0.0,8.2,51.0,130.0,14.0,4.0,17.6,70.0,40.0,14.0,10.0,3.6,97.0,489.67
1459123200000000000,0.0,5.0,0.0,1.4,85.0,240.0,7.0,4.0,4.6,76.0,60.0,7.0,5.0,13.2,70.0,98.60147213459517,13.0,16.0,77.0,180.0,17.0,7.0,14.2,80.0,170.0,14.0,6.0,16.2,64.0,110.24132730015083,9.0,2.0,12.8,64.0,0.0,7.0,54.0,140.0,9.0,4.0,13.2,86.0,360.0,6.0,4.0,3.2,97.0,729.12
1459209600000000000,0.0,4.0,0.0,7.0,77.0,250.0,8.0,5.0,9.0,76.0,20.0,11.0,7.0,10.8,67.0,0.0,4.0,13.0,95.0,0.0,16.0,0.0,13.2,98.0,236.9479353680431,13.0,3.0,16.2,81.0,0.0,6.0,0.0,7.5,73.0,0.0,6.4,44.0,0.0,12.0,0.0,18.2,58.0,60.0,9.0,5.0,7.8,94.0,612.75
1459296000000000000,0.0,5.0,0.0,9.2,76.0,350.0,11.0,8.0,14.8,52.0,0.0,5.0,0.0,13.4,50.0,0.0,10.0,15.2,87.0,0.0,6.0,0.0,11.8,96.0,350.0,4.0,2.0,13.2,61.0,110.24132730015083,7.0,2.0,25.0,26.0,0.0,10.8,40.0,300.0,7.0,3.0,9.0,94.0,80.0,7.0,4.0,11.2,85.0,745.17
1459382400000000000,0.0,4.0,0.0,10.2,80.0,270.0,8.0,4.0,8.6,72.0,50.0,9.0,8.0,9.4,79.0,230.0,17.0,19.8,72.0,300.0,12.0,4.0,15.4,55.0,236.9479353680431,9.0,4.0,23.1,49.0,250.0,32.0,15.0,25.9,15.0,0.0,-3.8,93.0,300.0,8.0,4.0,10.6,79.0,250.0,18.0,11.0,13.2,95.0,752.08
1459468800000000000,0.0,5.0,0.0,10.4,60.0,0.0,7.0,0.0,17.2,51.0,30.0,10.0,6.0,11.2,86.0,260.0,16.0,17.2,76.0,0.0,4.0,0.0,6.0,100.0,236.9479353680431,5.0,2.0,4.6,55.0,330.0,12.0,6.0,17.0,36.0,0.0,2.2,79.0,10.0,16.0,6.0,15.8,42.0,80.0,14.0,6.0,9.2,76.0,663.42
1459555200000000000,0.0,4.0,0.0,11.0,85.0,260.0,9.0,7.0,6.4,87.0,60.0,8.0,4.0,16.4,54.0,98.60147213459517,14.0,15.8,83.0,0.0,5.0,0.0,6.0,97.0,330.0,6.0,4.0,8.4,57.5,140.0,6.0,3.0,3.4,82.0,0.0,7.0,68.0,0.0,8.0,0.0,5.4,78.0,280.0,10.0,4.0,10.0,55.0,551.04
1459641600000000000,0.0,4.0,0.0,9.8,95.0,100.0,9.0,4.0,13.4,80.0,60.0,11.0,8.0,11.4,87.0,210.0,11.0,20.0,54.0,0.0,3.0,0.0,4.8,75.0,236.9479353680431,4.0,1.0,6.7,60.0,110.24132730015083,6.0,1.0,19.4,29.0,0.0,4.6,80.0,350.0,13.0,7.0,16.6,56.0,40.0,9.0,7.0,7.0,74.0,619.75
1459728000000000000,0.0,4.0,0.0,9.2,95.0,270.0,8.0,4.0,8.2,90.0,70.0,12.0,11.0,11.0,83.0,0.0,10.0,16.0,73.0,0.0,8.0,0.0,15.6,77.0,236.9479353680431,6.0,2.0,13.0,91.0,0.0,8.0,0.0,7.2,71.0,0.0,-3.1,100.0,0.0,5.0,0.0,11.8,77.0,0.0,6.0,0.0,1.8,85.0,731.25
1459814400000000000,0.0,5.0,0.0,12.2,81.0,0.0,5.0,0.0,13.4,72.0,70.0,7.0,6.0,11.6,83.0,220.0,13.0,20.6,53.0,0.0,1.0,0.0,7.2,100.0,330.0,5.0,3.0,8.3,45.0,110.24132730015083,7.0,2.0,24.7,44.0,0.0,5.0,89.0,300.0,7.0,4.0,17.2,59.0,0.0,7.0,0.0,8.2,81.0,720.12
1459900800000000000,0.0,4.0,0.0,12.2,76.0,260.0,10.0,8.0,5.2,91.0,60.0,11.0,4.0,17.0,58.0,0.0,10.0,14.6,80.0,0.0,3.0,0.0,9.4,94.0,310.0,7.0,3.0,10.5,45.5,110.24132730015083,6.0,4.0,28.3,31.0,0.0,-0.2,99.0,0.0,6.0,0.0,7.0,89.0,0.0,2.0,0.0,10.2,87.0,713.62
1459987200000000000,0.0,4.0,0.0,13.4,64.0,260.0,7.0,4.0,6.2,89.0,20.0,10.0,5.0,10.0,85.0,0.0,6.0,12.8,83.0,50.0,13.0,6.0,19.4,51.0,236.9479353680431,5.0,2.0,18.8,46.0,110.24132730015083,11.0,5.0,28.5,16.0,0.0,-3.8,100.0,0.0,7.0,0.0,16.2,64.0,0.0,6.0,0.0,6.2,97.0,619.92
1460073600000000000,0.0,4.0,0.0,12.6,59.0,100.0,9.0,4.0,14.8,62.0,40.0,9.0,6.0,10.6,84.0,240.0,20.0,21.4,70.0,0.0,5.0,0.0,13.2,91.0,236.9479353680431,7.0,3.0,15.9,39.0,320.0,18.0,11.0,11.6,61.0,0.0,8.7,70.0,0.0,4.0,0.0,11.2,87.0,160.0,7.0,4.0,13.0,81.0,613.04
1460160000000000000,0.0,4.0,0.0,11.6,85.0,260.0,8.0,5.0,5.0,83.0,50.0,10.0,7.0,10.0,80.0,98.60147213459517,6.0,11.2,92.0,40.0,20.0,7.0,16.6,66.0,360.0,7.0,2.0,5.1,40.0,350.0,18.0,5.0,9.8,52.0,0.0,-3.2,100.0,0.0,6.0,0.0,15.0,79.0,0.0,4.0,0.0,7.0,97.0,543.62
1460246400000000000,0.0,4.0,0.0,10.6,82.0,270.0,11.0,4.0,3.2,85.0,0.0,4.0,0.0,15.0,71.0,230.0,16.0,24.8,53.0,0.0,8.0,0.0,8.0,100.0,236.9479353680431,5.0,2.0,18.7,41.0,300.0,13.0,5.0,6.5,40.0,0.0,2.4,100.0,0.0,5.0,0.0,8.8,88.0,80.0,11.0,6.0,14.6,72.0,570.42
1460332800000000000,310.0,9.0,6.0,10.0,82.0,0.0,8.0,0.0,13.4,64.0,60.0,8.0,6.0,9.0,88.0,350.0,7.0,15.2,83.0,68.66298342541437,10.0,3.0,16.2,59.0,236.9479353680431,6.0,1.0,8.8,92.0,110.24132730015083,9.0,4.0,17.2,24.0,0.0,2.2,92.0,10.0,8.0,5.0,16.8,48.0,160.0,26.0,5.0,12.6,90.0,632.92
1460419200000000000,0.0,3.0,0.0,11.4,78.0,310.0,9.0,8.0,6.2,84.0,0.0,4.0,0.0,13.8,74.0,20.0,30.0,21.4,35.0,68.66298342541437,5.0,2.0,8.2,91.0,236.9479353680431,7.0,2.0,9.8,81.0,0.0,5.0,0.0,1.8,80.0,0.0,-0.5,100.0,300.0,7.0,4.0,8.2,81.0,0.0,6.0,0.0,12.6,74.0,776.54
1460505600000000000,0.0,5.0,0.0,13.2,64.0,260.0,8.0,6.0,6.0,85.0,60.0,10.0,7.0,9.4,88.0,70.0,18.0,17.0,36.0,0.0,6.0,0.0,16.6,66.0,236.9479353680431,6.0,1.0,6.9,51.0,170.0,17.0,6.0,14.8,55.0,0.0,-3.1,100.0,0.0,7.0,0.0,13.2,66.0,0.0,6.0,0.0,4.2,87.0,677.46
1460592000000000000,350.0,5.0,4.0,14.0,61.0,270.0,13.0,6.0,9.4,73.0,40.0,8.0,7.0,9.8,87.0,10.0,10.0,6.2,79.0,0.0,4.0,0.0,5.6,99.0,170.0,17.0,8.0,17.1,69.0,150.0,12.0,4.0,13.2,73.0,0.0,7.1,83.0,320.0,6.0,4.0,5.8,84.0,230.0,14.0,5.0,11.8,49.0,595.0
1460678400000000000,340.0,8.0,6.0,13.4,48.0,270.0,9.0,5.0,8.0,65.0,0.0,8.0,0.0,16.6,40.0,280.0,16.0,12.6,68.0,0.0,5.0,0.0,7.8,98.0,236.9479353680431,6.0,3.0,17.4,64.0,250.0,19.0,12.0,13.6,58.0,0.0,-3.5,100.0,320.0,6.0,4.0,8.6,89.0,40.0,7.0,4.0,4.6,87.0,778.75
1460764800000000000,0.0,5.0,0.0,14.4,59.0,270.0,12.0,8.0,7.8,70.0,50.0,11.0,7.0,9.4,83.0,230.0,20.0,20.4,45.0,360.0,7.0,4.0,16.2,62.0,20.0,7.0,3.0,5.6,54.0,0.0,6.0,0.0,6.3,88.0,0.0,0.4,94.0,0.0,6.0,0.0,19.0,44.0,30.0,10.0,6.0,10.4,75.0,737.62
1460851200000000000,0.0,5.0,0.0,15.6,68.0,270.0,13.0,9.0,7.4,64.0,50.0,12.0,5.0,14.6,61.0,10.0,7.0,12.8,86.0,0.0,4.0,0.0,6.4,99.0,170.0,17.0,10.0,19.7,44.0,230.0,20.0,4.0,11.3,56.0,0.0,-3.6,83.0,0.0,6.0,0.0,6.8,89.0,0.0,8.0,0.0,10.6,95.0,700.42
1460937600000000000,0.0,4.0,0.0,17.0,66.0,270.0,16.0,7.0,11.2,41.0,80.0,9.0,6.0,11.0,79.0,230.0,22.0,20.4,69.0,0.0,4.0,0.0,4.4,100.0,360.0,5.0,2.0,6.8,60.0,20.0,13.0,7.0,5.4,72.0,0.0,10.3,64.0,0.0,7.0,0.0,4.4,90.0,180.0,34.0,23.0,15.0,74.0,701.04
1461024000000000000,0.0,4.0,0.0,18.0,65.0,260.0,12.0,8.0,1.8,72.0,70.0,14.0,9.0,12.0,62.0,98.60147213459517,6.0,15.4,78.0,0.0,5.0,0.0,6.6,96.0,160.0,13.0,6.0,19.0,58.0,110.24132730015083,6.0,2.0,1.7,80.0,0.0,-4.0,100.0,0.0,6.0,0.0,5.6,90.0,270.0,14.0,8.0,9.0,95.0,668.17
1461110400000000000,320.0,12.0,10.0,15.6,48.0,260.0,8.0,4.0,4.4,72.0,30.0,17.0,11.0,8.6,61.0,180.0,26.0,18.4,73.0,60.0,14.0,9.0,15.8,50.0,236.9479353680431,3.0,2.0,11.2,73.0,110.24132730015083,12.0,3.0,14.8,35.0,0.0,-0.8,100.0,0.0,7.0,0.0,17.8,44.0,100.0,14.0,6.0,3.8,73.0,750.29
